cust_id,age,gender,marital_status,employment_status,income,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode
C26465,59,M,Married,Self-Employed,10826000,3,Owned,8,Chennai,Tamil Nadu,600001
C26466,27,F,Married,Salaried,656000,3,Owned,30,Jaipur,Rajasthan,302001
C26467,43,M,Married,Self-Employed,2129000,5,Owned,25,Kolkata,West Bengal,700001
C26468,31,M,Married,Salaried,3288000,2,Mortgage,6,Lucknow,Uttar Pradesh,226001
C26469,36,M,Single,Salaried,2480000,2,Mortgage,7,Lucknow,Uttar Pradesh,226001
C26470,47,F,Married,Self-Employed,3618000,3,Owned,3,Hyderabad,Telangana,500001
C26471,43,M,Married,Self-Employed,1253000,3,Rented,6,Delhi,Delhi,110001
C26472,37,F,Married,Self-Employed,3816000,5,Owned,4,Kolkata,West Bengal,700001
C26473,33,F,Married,Salaried,970000,3,Mortgage,18,Mumbai,Maharashtra,400001
C26474,43,M,Married,Self-Employed,3023000,5,Rented,13,Ahmedabad,Gujarat,380001
C26475,57,M,Married,Self-Employed,1968000,3,Owned,28,Chennai,Tamil Nadu,600001
C26476,30,F,Married,Salaried,327000,2,Mortgage,26,Hyderabad,Telangana,500001
C26477,59,M,Married,Self-Employed,4898000,2,Rented,5,Chennai,Tamil Nadu,600001
C26478,51,M,Married,Self-Employed,5569000,4,Owned,28,Jaipur,Rajasthan,302001
C26479,53,F,Married,Self-Employed,2506000,3,Owned,6,Ahmedabad,Gujarat,380001
C26480,43,F,Married,Salaried,1074000,2,Owned,13,Kolkata,West Bengal,700001
C26481,51,M,Married,Self-Employed,3511000,3,Mortgage,7,Hyderabad,Telangana,500001
C26482,29,M,Single,Salaried,1888000,1,Rented,28,Jaipur,Rajasthan,302001
C26483,33,M,Single,Salaried,2037000,0,Owned,12,Hyderabad,Telangana,500001
C26484,47,F,Married,Self-Employed,704000,2,Owned,13,Chennai,Tamil Nadu,600001
C26485,42,F,Married,Self-Employed,1987000,5,Rented,24,Hyderabad,Telangana,500001
C26486,38,M,Married,Self-Employed,1066000,3,Rented,12,Bangalore,Karnataka,560001
C26487,18,M,Single,Self-Employed,244000,1,Rented,6,Mumbai,Maharashtra,400001
C26488,35,M,Single,Salaried,1144000,1,Mortgage,30,Chennai,Tamil Nadu,600001
C26489,28,M,Married,Self-Employed,440000,4,Owned,9,Hyderabad,Telangana,500001
C26490,44,M,Married,Salaried,639000,4,Owned,21,Lucknow,Uttar Pradesh,226001
C26491,38,M,Single,Salaried,1083000,1,Rented,1,Hyderabad,Telangana,500001
C26492,33,M,Married,Self-Employed,3149000,2,Owned,22,Pune,Maharashtra,411001
C26493,66,M,Married,Self-Employed,2850000,4,Owned,1,Chennai,Tamil Nadu,600001
C26494,50,M,Married,Self-Employed,1301000,4,Owned,3,Bangalore,Karnataka,560001
C26495,50,M,Married,Self-Employed,613000,3,Owned,15,Kolkata,West Bengal,700001
C26496,62,M,Married,Self-Employed,3381000,2,Owned,7,Lucknow,Uttar Pradesh,226001
C26497,48,F,Single,Self-Employed,11395000,1,Owned,4,Chennai,Tamil Nadu,600001
C26498,32,F,Single,Salaried,154000,1,Owned,5,Chennai,Tamil Nadu,600001
C26499,31,M,Married,Salaried,3054000,2,Owned,1,Jaipur,Rajasthan,302001
C26500,49,F,Married,Self-Employed,109000,3,Owned,16,Bangalore,Karnataka,560001
C26501,19,M,Single,Self-Employed,1953000,1,Owned,16,Delhi,Delhi,110001
C26502,39,M,Married,Salaried,702000,3,Rented,27,Chennai,Tamil Nadu,600001
C26503,18,F,Single,Salaried,362000,0,Owned,4,Pune,Maharashtra,411001
C26504,40,M,Single,Salaried,1469000,0,Owned,29,Ahmedabad,Gujarat,380001
C26505,48,F,Single,Self-Employed,632000,0,Rented,18,Jaipur,Rajasthan,302001
C26506,42,F,Married,Self-Employed,868000,4,Owned,16,Ahmedabad,Gujarat,380001
C26507,49,F,Married,Self-Employed,2738000,3,Rented,3,Lucknow,Uttar Pradesh,226001
C26508,59,M,Married,Self-Employed,3914000,2,Owned,5,Bangalore,Karnataka,560001
C26509,38,M,Married,Self-Employed,3027000,5,Rented,11,Kolkata,West Bengal,700001
C26510,68,M,Married,Self-Employed,2841000,3,Rented,17,Pune,Maharashtra,411001
C26511,42,F,Single,Self-Employed,4115000,0,Owned,27,Kolkata,West Bengal,700001
C26512,49,F,Married,Self-Employed,885000,3,Owned,9,Lucknow,Uttar Pradesh,226001
C26513,33,F,Single,Self-Employed,561000,0,Mortgage,13,Jaipur,Rajasthan,302001
C26514,56,M,Married,Self-Employed,2512000,3,Rented,4,Pune,Maharashtra,411001
C26515,50,M,Single,Self-Employed,3340000,0,Owned,13,Jaipur,Rajasthan,302001
C26516,54,M,Married,Salaried,6887000,2,Owned,13,Delhi,Delhi,110001
C26517,40,M,Married,Self-Employed,1629000,2,Owned,31,Ahmedabad,Gujarat,380001
C26518,27,F,Single,Salaried,1498000,0,Owned,29,Mumbai,Maharashtra,400001
C26519,44,F,Married,Salaried,435000,2,Owned,13,Chennai,Tamil Nadu,600001
C26520,23,M,Single,Salaried,2648000,1,Owned,15,Pune,Maharashtra,411001
C26521,36,M,Married,Salaried,141000,3,Owned,31,Mumbai,Maharashtra,400001
C26522,41,M,Married,Salaried,2282000,3,Rented,4,Chennai,Tamil Nadu,600001
C26523,63,M,Married,Self-Employed,1459000,2,Owned,5,Chennai,Tamil Nadu,600001
C26524,43,M,Single,Self-Employed,1613000,0,Owned,12,Delhi,Delhi,110001
C26525,41,F,Single,Salaried,762000,2,Mortgage,18,Pune,Maharashtra,411001
C26526,39,F,Single,Self-Employed,184000,1,Owned,13,Ahmedabad,Gujarat,380001
C26527,26,M,Single,Salaried,9295000,0,Owned,18,Chennai,Tamil Nadu,600001
C26528,40,M,Single,Self-Employed,172000,0,Owned,22,Chennai,Tamil Nadu,600001
C26529,41,M,Married,Salaried,1384000,2,Rented,5,Mumbai,Maharashtra,400001
C26530,30,F,Married,Self-Employed,1628000,2,Owned,27,Chennai,Tamil Nadu,600001
C26531,28,F,Single,Self-Employed,3353000,0,Owned,16,Bangalore,Karnataka,560001
C26532,35,M,Married,Self-Employed,4272000,3,Mortgage,20,Chennai,Tamil Nadu,600001
C26533,40,M,Married,Salaried,2161000,3,Owned,12,Lucknow,Uttar Pradesh,226001
C26534,35,M,Single,Self-Employed,1804000,0,Owned,30,Lucknow,Uttar Pradesh,226001
C26535,29,M,Married,Salaried,2421000,4,Owned,20,Hyderabad,Telangana,500001
C26536,42,M,Single,Salaried,267000,2,Owned,17,Mumbai,Maharashtra,400001
C26537,45,M,Married,Self-Employed,3120000,2,Mortgage,21,Hyderabad,Telangana,500001
C26538,41,F,Married,Self-Employed,969000,4,Owned,1,Lucknow,Uttar Pradesh,226001
C26539,34,M,Married,Self-Employed,2907000,5,Rented,26,Lucknow,Uttar Pradesh,226001
C26540,45,M,Single,Self-Employed,948000,0,Owned,25,Chennai,Tamil Nadu,600001
C26541,38,F,Single,Salaried,790000,0,Rented,21,Jaipur,Rajasthan,302001
C26542,28,M,Single,Self-Employed,1627000,1,Owned,19,Pune,Maharashtra,411001
C26543,50,F,Married,Salaried,6331000,3,Owned,4,Ahmedabad,Gujarat,380001
C26544,43,M,Married,Self-Employed,3513000,2,Owned,24,Kolkata,West Bengal,700001
C26545,38,F,Single,Salaried,2607000,1,Owned,6,Mumbai,Maharashtra,400001
C26546,24,M,Single,Self-Employed,6588000,0,Owned,24,Ahmedabad,Gujarat,380001
C26547,32,F,Single,Self-Employed,1395000,0,Rented,27,Jaipur,Rajasthan,302001
C26548,60,M,Married,Self-Employed,2648000,3,Rented,29,Pune,Maharashtra,411001
C26549,24,M,Married,Self-Employed,359000,3,Owned,29,Kolkata,West Bengal,700001
C26550,37,M,Married,Self-Employed,3365000,2,Owned,18,Chennai,Tamil Nadu,600001
C26551,39,M,Married,Self-Employed,3878000,2,Mortgage,20,Chennai,Tamil Nadu,600001
C26552,43,M,Married,Salaried,1699000,3,Owned,19,Kolkata,West Bengal,700001
C26553,25,F,Single,Self-Employed,444000,0,Owned,12,Ahmedabad,Gujarat,380001
C26554,41,M,Single,Self-Employed,738000,0,Mortgage,16,Bangalore,Karnataka,560001
C26555,23,F,Single,Self-Employed,914000,0,Owned,29,Ahmedabad,Gujarat,380001
C26556,40,M,Married,Self-Employed,1834000,3,Owned,6,Bangalore,Karnataka,560001
C26557,33,M,Single,Self-Employed,670000,2,Rented,11,Chennai,Tamil Nadu,600001
C26558,31,M,Single,Salaried,1361000,0,Owned,9,Delhi,Delhi,110001
C26559,48,M,Single,Salaried,177000,0,Owned,28,Ahmedabad,Gujarat,380001
C26560,37,M,Married,Self-Employed,363000,3,Mortgage,30,Kolkata,West Bengal,700001
C26561,44,F,Single,Self-Employed,6058000,1,Mortgage,17,Jaipur,Rajasthan,302001
C26562,45,M,Single,Self-Employed,2804000,0,Owned,3,Mumbai,Maharashtra,400001
C26563,52,M,Single,Salaried,885000,0,Rented,1,Chennai,Tamil Nadu,600001
C26564,27,M,Married,Self-Employed,2097000,2,Owned,23,Hyderabad,Telangana,500001
C26565,49,M,Married,Salaried,3881000,2,Owned,22,Chennai,Tamil Nadu,600001
C26566,40,M,Married,Salaried,607000,4,Owned,15,Mumbai,Maharashtra,400001
C26567,36,M,Single,Self-Employed,3346000,0,Owned,20,Mumbai,Maharashtra,400001
C26568,28,M,Single,Self-Employed,627000,0,Owned,30,Ahmedabad,Gujarat,380001
C26569,46,F,Married,Self-Employed,3255000,3,Mortgage,12,Chennai,Tamil Nadu,600001
C26570,30,F,Married,Self-Employed,166000,2,Mortgage,1,Mumbai,Maharashtra,400001
C26571,45,F,Married,Self-Employed,5758000,3,Owned,4,Kolkata,West Bengal,700001
C26572,59,M,Married,Self-Employed,1820000,3,Owned,19,Chennai,Tamil Nadu,600001
C26573,49,M,Single,Self-Employed,3773000,1,Rented,11,Ahmedabad,Gujarat,380001
C26574,53,F,Married,Self-Employed,184000,5,Owned,3,Jaipur,Rajasthan,302001
C26575,32,F,Single,Salaried,1657000,0,Owned,3,Bangalore,Karnataka,560001
C26576,47,M,Single,Self-Employed,10147000,0,Mortgage,7,Kolkata,West Bengal,700001
C26577,28,M,Married,Salaried,1240000,3,Owned,13,Delhi,Delhi,110001
C26578,37,F,Married,Self-Employed,969000,3,Owned,17,Pune,Maharashtra,411001
C26579,57,M,Married,Self-Employed,2767000,3,Mortgage,11,Chennai,Tamil Nadu,600001
C26580,33,M,Single,Self-Employed,4016000,1,Mortgage,25,Chennai,Tamil Nadu,600001
C26581,51,M,Single,Self-Employed,3569000,0,Mortgage,25,Bangalore,Karnataka,560001
C26582,50,F,Married,Self-Employed,2514000,3,Owned,29,Lucknow,Uttar Pradesh,226001
C26583,50,M,Married,Self-Employed,644000,3,Owned,8,Bangalore,Karnataka,560001
C26584,27,M,Married,Salaried,1252000,2,Owned,23,Chennai,Tamil Nadu,600001
C26585,45,M,Married,Salaried,3756000,4,Owned,3,Delhi,Delhi,110001
C26586,38,F,Married,Self-Employed,4446000,3,Mortgage,26,Bangalore,Karnataka,560001
C26587,50,M,Married,Self-Employed,3431000,2,Owned,29,Bangalore,Karnataka,560001
C26588,23,M,Single,Self-Employed,7204000,0,Owned,31,Ahmedabad,Gujarat,380001
C26589,43,M,Single,Salaried,693000,0,Rented,26,Chennai,Tamil Nadu,600001
C26590,42,F,Single,Self-Employed,166000,0,Mortgage,2,Chennai,Tamil Nadu,600001
C26591,20,F,Single,Self-Employed,4891000,1,Rented,4,Mumbai,Maharashtra,400001
C26592,31,M,Single,Salaried,6260000,0,Owned,25,Delhi,Delhi,110001
C26593,21,M,Married,Salaried,1468000,3,Owned,30,Hyderabad,Telangana,500001
C26594,32,F,Single,Self-Employed,2770000,0,Rented,26,Kolkata,West Bengal,700001
C26595,45,M,Single,Self-Employed,2716000,0,Owned,4,Delhi,Delhi,110001
C26596,41,M,Single,Self-Employed,6975000,1,Mortgage,2,Kolkata,West Bengal,700001
C26597,41,M,Single,Self-Employed,3376000,0,Rented,14,Chennai,Tamil Nadu,600001
C26598,29,M,Single,Self-Employed,9326000,0,Owned,12,Ahmedabad,Gujarat,380001
C26599,51,F,Single,Self-Employed,350000,0,Owned,30,Kolkata,West Bengal,700001
C26600,39,M,Married,Self-Employed,5911000,4,Owned,26,Pune,Maharashtra,411001
C26601,40,M,Married,Self-Employed,2120000,3,Owned,26,Ahmedabad,Gujarat,380001
C26602,49,M,Married,Self-Employed,2846000,2,Mortgage,25,Mumbai,Maharashtra,400001
C26603,30,M,Married,Salaried,274000,4,Owned,23,Jaipur,Rajasthan,302001
C26604,42,F,Married,Self-Employed,357000,4,Mortgage,14,Chennai,Tamil Nadu,600001
C26605,44,M,Married,Self-Employed,2328000,3,Owned,12,Pune,Maharashtra,411001
C26606,34,M,Single,Salaried,542000,0,Owned,15,Chennai,Tamil Nadu,600001
C26607,46,M,Single,Self-Employed,772000,1,Owned,7,Chennai,Tamil Nadu,600001
C26608,44,M,Married,Salaried,270000,3,Mortgage,12,Mumbai,Maharashtra,400001
C26609,38,F,Married,Salaried,10607000,4,Owned,15,Mumbai,Maharashtra,400001
C26610,38,M,Married,Salaried,3684000,2,Mortgage,17,Ahmedabad,Gujarat,380001
C26611,45,M,Married,Self-Employed,324000,3,Mortgage,10,Delhi,Delhi,110001
C26612,47,M,Single,Self-Employed,649000,2,Mortgage,31,Lucknow,Uttar Pradesh,226001
C26613,40,F,Married,Self-Employed,2757000,2,Owned,30,Kolkata,West Bengal,700001
C26614,51,M,Single,Self-Employed,1160000,1,Owned,23,Lucknow,Uttar Pradesh,226001
C26615,46,F,Single,Self-Employed,1915000,1,Owned,24,Mumbai,Maharashtra,400001
C26616,22,F,Married,Salaried,841000,4,Owned,9,Kolkata,West Bengal,700001
C26617,25,M,Single,Self-Employed,3009000,0,Rented,29,Bangalore,Karnataka,560001
C26618,51,M,Single,Salaried,1613000,0,Owned,19,Mumbai,Maharashtra,400001
C26619,37,F,Married,Self-Employed,469000,5,Mortgage,14,Bangalore,Karnataka,560001
C26620,41,F,Married,Salaried,2986000,3,Mortgage,18,Ahmedabad,Gujarat,380001
C26621,51,M,Married,Self-Employed,553000,4,Mortgage,3,Jaipur,Rajasthan,302001
C26622,39,F,Married,Self-Employed,101000,3,Mortgage,7,Pune,Maharashtra,411001
C26623,40,F,Single,Self-Employed,3062000,0,Owned,31,Chennai,Tamil Nadu,600001
C26624,31,M,Single,Salaried,1763000,0,Owned,28,Hyderabad,Telangana,500001
C26625,43,M,Single,Self-Employed,3267000,0,Owned,21,Lucknow,Uttar Pradesh,226001
C26626,45,F,Married,Self-Employed,1101000,3,Mortgage,21,Ahmedabad,Gujarat,380001
C26627,34,M,Married,Salaried,2736000,3,Mortgage,15,Delhi,Delhi,110001
C26628,30,M,Single,Salaried,2307000,1,Rented,18,Mumbai,Maharashtra,400001
C26629,66,F,Married,Self-Employed,8233000,3,Owned,15,Lucknow,Uttar Pradesh,226001
C26630,39,M,Married,Salaried,224000,4,Owned,17,Jaipur,Rajasthan,302001
C26631,33,F,Single,Salaried,554000,1,Owned,31,Hyderabad,Telangana,500001
C26632,47,M,Single,Salaried,328000,2,Mortgage,15,Pune,Maharashtra,411001
C26633,39,F,Married,Self-Employed,713000,2,Owned,3,Chennai,Tamil Nadu,600001
C26634,29,M,Married,Self-Employed,9401000,2,Owned,6,Kolkata,West Bengal,700001
C26635,44,M,Married,Self-Employed,3044000,2,Owned,6,Lucknow,Uttar Pradesh,226001
C26636,31,M,Single,Self-Employed,3807000,0,Mortgage,19,Kolkata,West Bengal,700001
C26637,55,M,Single,Self-Employed,920000,0,Mortgage,13,Hyderabad,Telangana,500001
C26638,44,M,Single,Self-Employed,3344000,2,Rented,7,Bangalore,Karnataka,560001
C26639,37,F,Married,Salaried,423000,2,Mortgage,9,Jaipur,Rajasthan,302001
C26640,41,F,Single,Salaried,1157000,0,Owned,18,Lucknow,Uttar Pradesh,226001
C26641,49,M,Single,Self-Employed,2511000,1,Mortgage,30,Kolkata,West Bengal,700001
C26642,41,M,Single,Self-Employed,423000,0,Owned,11,Pune,Maharashtra,411001
C26643,61,M,Married,Salaried,2345000,2,Mortgage,30,Ahmedabad,Gujarat,380001
C26644,51,M,Single,Self-Employed,2001000,1,Mortgage,21,Ahmedabad,Gujarat,380001
C26645,44,F,Married,Salaried,784000,4,Owned,26,Lucknow,Uttar Pradesh,226001
C26646,30,F,Single,Self-Employed,979000,0,Owned,24,Pune,Maharashtra,411001
C26647,38,M,Married,Self-Employed,1462000,2,Rented,20,Chennai,Tamil Nadu,600001
C26648,44,M,Married,Self-Employed,2932000,2,Mortgage,13,Ahmedabad,Gujarat,380001
C26649,31,F,Married,Self-Employed,1679000,4,Owned,21,Hyderabad,Telangana,500001
C26650,52,M,Married,Self-Employed,2156000,3,Mortgage,6,Pune,Maharashtra,411001
C26651,30,M,Married,Salaried,1821000,3,Owned,6,Bangalore,Karnataka,560001
C26652,33,F,Single,Self-Employed,654000,0,Owned,15,Hyderabad,Telangana,500001
C26653,34,M,Single,Self-Employed,4053000,0,Owned,18,Mumbai,Maharashtra,400001
C26654,47,M,Single,Self-Employed,442000,0,Mortgage,15,Jaipur,Rajasthan,302001
C26655,31,F,Single,Self-Employed,2677000,0,Owned,24,Ahmedabad,Gujarat,380001
C26656,22,M,Single,Salaried,1619000,1,Owned,11,Mumbai,Maharashtra,400001
C26657,50,M,Married,Self-Employed,7638000,5,Mortgage,3,Kolkata,West Bengal,700001
C26658,35,M,Single,Salaried,8728000,0,Rented,26,Lucknow,Uttar Pradesh,226001
C26659,29,M,Single,Self-Employed,3530000,0,Owned,21,Pune,Maharashtra,411001
C26660,32,M,Single,Salaried,2741000,1,Mortgage,24,Chennai,Tamil Nadu,600001
C26661,57,F,Married,Self-Employed,2446000,2,Owned,13,Jaipur,Rajasthan,302001
C26662,33,F,Single,Salaried,3131000,2,Mortgage,17,Delhi,Delhi,110001
C26663,38,M,Married,Self-Employed,1124000,4,Owned,17,Ahmedabad,Gujarat,380001
C26664,35,M,Single,Salaried,792000,0,Rented,5,Delhi,Delhi,110001
C26665,27,M,Single,Salaried,758000,2,Owned,29,Kolkata,West Bengal,700001
C26666,32,M,Single,Salaried,241000,1,Rented,7,Chennai,Tamil Nadu,600001
C26667,26,F,Married,Self-Employed,2719000,4,Rented,14,Mumbai,Maharashtra,400001
C26668,49,F,Married,Self-Employed,789000,2,Owned,15,Pune,Maharashtra,411001
C26669,41,M,Married,Self-Employed,2804000,3,Rented,31,Pune,Maharashtra,411001
C26670,64,M,Single,Self-Employed,1083000,1,Owned,14,Jaipur,Rajasthan,302001
C26671,32,F,Single,Self-Employed,1801000,0,Owned,2,Pune,Maharashtra,411001
C26672,31,M,Single,Self-Employed,2277000,1,Mortgage,21,Bangalore,Karnataka,560001
C26673,55,F,Married,Self-Employed,3369000,4,Owned,12,Bangalore,Karnataka,560001
C26674,50,F,Single,Self-Employed,3477000,0,Owned,4,Kolkata,West Bengal,700001
C26675,43,M,Married,Salaried,729000,5,Owned,31,Lucknow,Uttar Pradesh,226001
C26676,28,M,Single,Salaried,1176000,0,Rented,22,Kolkata,West Bengal,700001
C26677,57,F,Married,Self-Employed,11786000,4,Owned,19,Ahmedabad,Gujarat,380001
C26678,39,M,Single,Salaried,716000,0,Rented,20,Mumbai,Maharashtra,400001
C26679,35,M,Single,Self-Employed,2107000,1,Mortgage,10,Kolkata,West Bengal,700001
C26680,51,M,Married,Self-Employed,1506000,4,Owned,10,Bangalore,Karnataka,560001
C26681,39,M,Single,Salaried,2978000,0,Mortgage,16,Hyderabad,Telangana,500001
C26682,28,M,Married,Salaried,1685000,4,Owned,3,Delhi,Delhi,110001
C26683,40,M,Married,Salaried,2258000,3,Owned,4,Kolkata,West Bengal,700001
C26684,32,M,Single,Self-Employed,1971000,0,Owned,30,Mumbai,Maharashtra,400001
C26685,18,M,Married,Self-Employed,2771000,2,Rented,13,Mumbai,Maharashtra,400001
C26686,31,F,Single,Salaried,579000,0,Owned,20,Ahmedabad,Gujarat,380001
C26687,34,M,Married,Self-Employed,3676000,2,Rented,16,Ahmedabad,Gujarat,380001
C26688,28,F,Married,Salaried,1511000,4,Rented,15,Ahmedabad,Gujarat,380001
C26689,45,M,Single,Self-Employed,2286000,0,Owned,19,Jaipur,Rajasthan,302001
C26690,32,M,Married,Self-Employed,319000,3,Owned,22,Bangalore,Karnataka,560001
C26691,44,M,Married,Self-Employed,6386000,4,Owned,9,Lucknow,Uttar Pradesh,226001
C26692,27,M,Single,Salaried,2221000,0,Owned,18,Hyderabad,Telangana,500001
C26693,49,M,Married,Self-Employed,2815000,3,Mortgage,27,Bangalore,Karnataka,560001
C26694,27,F,Single,Salaried,3938000,0,Rented,23,Pune,Maharashtra,411001
C26695,18,F,Married,Salaried,6731000,2,Owned,8,Mumbai,Maharashtra,400001
C26696,52,M,Married,Self-Employed,680000,5,Mortgage,19,Kolkata,West Bengal,700001
C26697,31,M,Single,Self-Employed,1207000,1,Owned,8,Bangalore,Karnataka,560001
C26698,57,M,Single,Self-Employed,2997000,0,Owned,12,Delhi,Delhi,110001
C26699,45,F,Married,Self-Employed,697000,2,Owned,8,Bangalore,Karnataka,560001
C26700,47,M,Single,Self-Employed,2026000,1,Mortgage,30,Lucknow,Uttar Pradesh,226001
C26701,50,M,Single,Self-Employed,3882000,0,Owned,5,Jaipur,Rajasthan,302001
C26702,41,F,Married,Salaried,1885000,3,Owned,31,Delhi,Delhi,110001
C26703,41,M,Married,Salaried,229000,3,Mortgage,21,Bangalore,Karnataka,560001
C26704,52,M,Married,Salaried,5125000,4,Owned,11,Jaipur,Rajasthan,302001
C26705,41,M,Single,Self-Employed,603000,0,Owned,25,Mumbai,Maharashtra,400001
C26706,32,M,Single,Self-Employed,1559000,0,Mortgage,25,Mumbai,Maharashtra,400001
C26707,45,M,Single,Self-Employed,2093000,1,Owned,5,Lucknow,Uttar Pradesh,226001
C26708,18,F,Married,Self-Employed,160000,2,Owned,2,Ahmedabad,Gujarat,380001
C26709,53,F,Married,Self-Employed,1079000,2,Mortgage,20,Delhi,Delhi,110001
C26710,53,M,Married,Self-Employed,6422000,2,Mortgage,30,Delhi,Delhi,110001
C26711,51,F,Married,Self-Employed,441000,2,Mortgage,6,Kolkata,West Bengal,700001
C26712,51,M,Married,Self-Employed,413000,3,Rented,11,Kolkata,West Bengal,700001
C26713,39,F,Single,Salaried,9637000,0,Mortgage,28,Mumbai,Maharashtra,400001
C26714,38,M,Single,Salaried,1209000,1,Mortgage,28,Hyderabad,Telangana,500001
C26715,27,F,Single,Self-Employed,3709000,0,Owned,31,Mumbai,Maharashtra,400001
C26716,57,M,Married,Self-Employed,1012000,3,Owned,15,Chennai,Tamil Nadu,600001
C26717,35,M,Single,Salaried,533000,1,Mortgage,11,Lucknow,Uttar Pradesh,226001
C26718,43,F,Single,Salaried,2576000,0,Mortgage,4,Lucknow,Uttar Pradesh,226001
C26719,42,M,Single,Salaried,857000,0,Owned,22,Jaipur,Rajasthan,302001
C26720,26,F,Single,Self-Employed,2705000,0,Owned,16,Mumbai,Maharashtra,400001
C26721,22,M,Single,Self-Employed,9778000,1,Owned,3,Bangalore,Karnataka,560001
C26722,40,M,Married,Self-Employed,682000,3,Rented,7,Kolkata,West Bengal,700001
C26723,35,M,Single,Salaried,2589000,0,Mortgage,5,Hyderabad,Telangana,500001
C26724,39,F,Married,Self-Employed,1951000,2,Owned,9,Kolkata,West Bengal,700001
C26725,50,F,Single,Self-Employed,585000,1,Owned,11,Hyderabad,Telangana,500001
C26726,42,M,Single,Self-Employed,744000,0,Mortgage,30,Jaipur,Rajasthan,302001
C26727,47,M,Single,Self-Employed,4205000,2,Owned,11,Lucknow,Uttar Pradesh,226001
C26728,44,F,Single,Self-Employed,3575000,1,Rented,25,Bangalore,Karnataka,560001
C26729,36,F,Married,Self-Employed,1736000,4,Owned,31,Chennai,Tamil Nadu,600001
C26730,29,F,Single,Self-Employed,3718000,0,Owned,31,Mumbai,Maharashtra,400001
C26731,42,M,Married,Self-Employed,2042000,4,Mortgage,9,Ahmedabad,Gujarat,380001
C26732,40,F,Single,Self-Employed,2679000,2,Mortgage,26,Kolkata,West Bengal,700001
C26733,49,M,Married,Self-Employed,5656000,2,Owned,31,Delhi,Delhi,110001
C26734,38,F,Married,Self-Employed,3327000,3,Owned,22,Ahmedabad,Gujarat,380001
C26735,37,M,Single,Self-Employed,4284000,0,Mortgage,22,Ahmedabad,Gujarat,380001
C26736,37,F,Single,Salaried,851000,0,Owned,8,Jaipur,Rajasthan,302001
C26737,30,F,Single,Salaried,837000,0,Owned,4,Lucknow,Uttar Pradesh,226001
C26738,54,M,Married,Self-Employed,6563000,3,Owned,9,Lucknow,Uttar Pradesh,226001
C26739,51,F,Married,Self-Employed,2026000,3,Owned,19,Bangalore,Karnataka,560001
C26740,27,M,Single,Salaried,2190000,0,Owned,8,Hyderabad,Telangana,500001
C26741,48,F,Single,Self-Employed,134000,0,Owned,13,Ahmedabad,Gujarat,380001
C26742,21,M,Single,Salaried,2987000,0,Owned,17,Bangalore,Karnataka,560001
C26743,49,M,Married,Self-Employed,420000,2,Owned,27,Ahmedabad,Gujarat,380001
C26744,33,M,Married,Salaried,8586000,2,Rented,30,Lucknow,Uttar Pradesh,226001
C26745,43,F,Married,Self-Employed,202000,2,Mortgage,6,Mumbai,Maharashtra,400001
C26746,20,M,Single,Self-Employed,2296000,2,Owned,20,Kolkata,West Bengal,700001
C26747,28,M,Single,Self-Employed,10022000,0,Rented,3,Mumbai,Maharashtra,400001
C26748,44,M,Married,Self-Employed,3093000,4,Mortgage,22,Bangalore,Karnataka,560001
C26749,32,M,Married,Self-Employed,2590000,3,Mortgage,4,Bangalore,Karnataka,560001
C26750,31,F,Single,Self-Employed,868000,1,Rented,30,Hyderabad,Telangana,500001
C26751,53,M,Married,Self-Employed,692000,3,Rented,23,Pune,Maharashtra,411001
C26752,62,M,Married,Self-Employed,3850000,3,Rented,9,Delhi,Delhi,110001
C26753,49,M,Single,Self-Employed,1344000,0,Owned,1,Chennai,Tamil Nadu,600001
C26754,29,M,Single,Self-Employed,2717000,1,Rented,24,Jaipur,Rajasthan,302001
C26755,57,M,Married,Salaried,165000,3,Owned,14,Chennai,Tamil Nadu,600001
C26756,24,F,Single,Salaried,1012000,0,Rented,26,Mumbai,Maharashtra,400001
C26757,36,F,Married,Self-Employed,8978000,3,Mortgage,16,Hyderabad,Telangana,500001
C26758,40,F,Married,Salaried,804000,3,Owned,22,Hyderabad,Telangana,500001
C26759,59,F,Single,Self-Employed,2723000,1,Owned,23,Lucknow,Uttar Pradesh,226001
C26760,49,F,Married,Self-Employed,9839000,2,Owned,31,Mumbai,Maharashtra,400001
C26761,35,F,Single,Salaried,2058000,1,Mortgage,25,Bangalore,Karnataka,560001
C26762,30,F,Married,Self-Employed,556000,3,Owned,11,Bangalore,Karnataka,560001
C26763,50,M,Married,Self-Employed,10969000,4,Owned,27,Pune,Maharashtra,411001
C26764,34,M,Single,Salaried,9490000,0,Rented,22,Ahmedabad,Gujarat,380001
C26765,42,M,Married,Salaried,597000,2,Owned,15,Bangalore,Karnataka,560001
C26766,26,F,Married,Salaried,1962000,5,Owned,9,Hyderabad,Telangana,500001
C26767,45,M,Married,Salaried,2222000,2,Owned,12,Kolkata,West Bengal,700001
C26768,44,M,Married,Self-Employed,154000,4,Owned,23,Hyderabad,Telangana,500001
C26769,27,F,Married,Self-Employed,1132000,4,Owned,10,Jaipur,Rajasthan,302001
C26770,50,F,Married,Self-Employed,3363000,2,Owned,3,Bangalore,Karnataka,560001
C26771,45,M,Married,Self-Employed,3648000,3,Owned,30,Jaipur,Rajasthan,302001
