cust_id,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
C23016,1,0,47,8,34,5,12
C23017,2,1,20,3,19,2,58
C23018,4,2,158,0,0,5,16
C23019,1,2,10,5,33,3,9
C23020,1,2,45,0,0,6,76
C23021,4,2,143,4,20,6,58
C23022,1,1,2,0,0,1,60
C23023,2,2,58,0,0,7,96
C23024,1,1,57,0,0,1,35
C23025,4,2,60,0,0,9,98
C23026,2,1,83,0,0,5,37
C23027,3,1,77,12,46,8,20
C23028,2,2,60,9,38,4,15
C23029,1,0,2,1,1,4,52
C23030,3,1,140,21,92,3,28
C23031,4,2,192,0,0,7,6
C23032,1,1,51,12,72,4,8
C23033,3,1,103,9,47,7,32
C23034,4,0,151,0,0,7,65
C23035,4,1,135,10,60,9,10
C23036,4,1,87,0,0,4,53
C23037,1,0,13,1,7,4,89
C23038,3,2,146,0,0,8,97
C23039,2,0,104,8,52,4,80
C23040,4,1,91,8,54,8,44
C23041,4,0,137,1,5,5,43
C23042,4,0,124,23,108,8,0
C23043,3,2,62,0,0,4,11
C23044,2,2,47,22,143,2,52
C23045,1,2,9,5,33,4,97
C23046,1,2,44,5,35,5,53
C23047,3,0,73,9,57,3,12
C23048,1,2,17,0,0,6,46
C23049,1,1,60,0,0,3,12
C23050,2,1,37,3,21,3,82
C23051,1,0,14,0,0,2,38
C23052,1,1,14,7,47,2,70
C23053,3,2,129,11,41,7,43
C23054,3,1,78,4,18,7,35
C23055,4,2,163,0,0,8,99
C23056,2,2,51,6,48,6,18
C23057,2,0,48,9,46,6,97
C23058,3,1,112,10,67,4,29
C23059,4,2,152,22,117,7,50
C23060,2,1,79,2,2,7,32
C23061,1,0,27,0,0,3,30
C23062,1,1,42,0,0,2,7
C23063,3,0,112,11,46,6,15
C23064,2,1,100,8,50,5,36
C23065,1,2,55,7,37,6,17
C23066,4,0,88,7,34,7,60
C23067,4,1,178,9,48,5,40
C23068,1,1,33,9,46,4,73
C23069,1,0,27,3,20,1,21
C23070,3,1,97,12,75,6,92
C23071,1,0,1,1,5,5,46
C23072,3,2,46,1,6,4,98
C23073,2,1,47,0,0,3,27
C23074,1,0,12,6,31,5,78
C23075,4,2,90,0,0,8,83
C23076,2,1,28,17,96,4,98
C23077,1,1,18,10,51,1,39
C23078,4,1,111,2,16,8,23
C23079,3,0,57,0,0,3,3
C23080,2,2,57,0,0,4,46
C23081,4,0,148,6,33,4,51
C23082,1,2,56,0,0,6,44
C23083,4,2,124,0,0,8,47
C23084,1,1,17,1,10,4,9
C23085,1,1,4,4,16,4,99
C23086,1,0,59,8,36,2,38
C23087,2,0,22,12,69,6,64
C23088,1,1,15,0,0,2,40
C23089,1,1,29,9,48,4,17
C23090,3,0,104,0,0,5,94
C23091,2,2,47,12,63,3,43
C23092,1,0,54,0,0,3,29
C23093,1,2,22,7,54,1,15
C23094,3,1,76,0,0,6,34
C23095,1,2,28,2,11,1,40
C23096,2,2,89,16,88,6,70
C23097,4,1,114,2,18,5,50
C23098,1,0,44,0,0,6,83
C23099,4,2,120,0,0,8,72
C23100,3,0,153,12,64,6,91
C23101,1,1,1,1,4,2,20
C23102,2,1,87,0,0,4,6
C23103,1,1,42,0,0,6,12
C23104,4,2,107,18,117,9,16
C23105,2,0,63,8,33,7,95
C23106,4,0,170,0,0,4,21
C23107,4,2,77,16,93,4,7
C23108,2,0,106,13,79,5,56
C23109,3,0,31,12,52,3,86
C23110,1,2,47,2,8,1,95
C23111,2,0,93,0,0,4,21
C23112,3,0,116,0,0,7,11
C23113,2,0,88,0,0,6,70
C23114,3,0,97,17,93,7,19
C23115,1,1,3,3,10,4,23
C23116,3,1,101,7,40,7,55
C23117,3,1,72,0,0,8,28
C23118,3,1,95,8,48,3,31
C23119,3,1,97,0,0,4,88
C23120,2,2,96,3,16,7,22
C23121,3,0,42,0,0,8,37
C23122,4,2,105,0,0,6,31
C23123,1,1,13,5,25,4,91
C23124,3,1,103,22,133,6,7
C23125,3,1,121,4,22,3,39
C23126,4,2,143,2,11,8,66
C23127,4,2,102,1,2,7,58
C23128,1,1,17,9,42,1,36
C23129,2,1,46,4,28,4,75
C23130,3,2,108,0,0,7,16
C23131,3,1,102,0,0,6,39
C23132,1,1,8,0,0,2,29
C23133,3,2,67,0,0,5,55
C23134,2,2,11,11,51,4,27
C23135,1,1,57,0,0,1,52
C23136,3,0,86,2,10,8,60
C23137,4,0,103,0,0,6,6
C23138,4,0,182,16,91,7,1
C23139,3,0,166,0,0,4,86
C23140,1,1,16,2,9,1,67
C23141,4,2,56,3,15,9,19
C23142,4,2,118,21,115,8,61
C23143,2,2,68,6,33,7,92
C23144,4,0,95,7,37,8,57
C23145,2,0,58,0,0,7,50
C23146,3,1,73,0,0,6,15
C23147,3,2,48,0,0,3,88
C23148,1,2,6,6,27,6,17
C23149,3,2,113,0,0,3,87
C23150,3,2,85,7,30,4,11
C23151,2,1,62,13,71,6,18
C23152,2,2,57,0,0,4,59
C23153,2,0,7,0,0,7,14
C23154,4,1,146,2,18,7,62
C23155,1,0,39,5,31,4,81
C23156,1,1,9,7,36,3,13
C23157,3,1,63,7,41,7,57
C23158,1,2,1,0,0,2,50
C23159,1,1,29,10,62,1,1
C23160,1,1,45,0,0,6,25
C23161,4,1,167,8,42,8,57
C23162,1,1,19,0,0,4,31
C23163,3,0,79,2,13,6,22
C23164,3,1,40,0,0,3,20
C23165,4,1,93,0,0,6,35
C23166,4,1,149,9,42,9,63
C23167,3,2,79,6,44,8,64
C23168,3,1,53,0,0,5,32
C23169,4,0,122,18,99,4,52
C23170,3,2,101,0,0,4,61
C23171,4,2,187,1,5,4,23
C23172,1,2,59,5,20,5,39
C23173,3,2,85,0,0,5,86
C23174,2,0,67,4,30,3,66
C23175,4,1,145,0,0,5,35
C23176,2,0,81,0,0,7,27
C23177,4,2,114,2,14,5,21
C23178,2,1,55,0,0,2,23
C23179,4,1,92,5,25,9,51
C23180,1,2,2,2,10,5,60
C23181,1,2,43,6,36,4,0
C23182,4,1,130,6,28,9,20
C23183,1,0,41,2,16,6,90
C23184,3,1,172,18,108,3,39
C23185,4,1,107,0,0,9,73
C23186,4,1,176,0,0,4,77
C23187,1,0,24,20,103,1,33
C23188,2,2,100,0,0,4,14
C23189,1,0,54,20,121,4,96
C23190,3,2,75,0,0,8,45
C23191,3,1,53,5,33,6,56
C23192,1,0,9,0,0,1,34
C23193,3,1,92,4,23,5,99
C23194,1,1,57,0,0,6,39
C23195,2,1,33,0,0,5,46
C23196,4,0,105,8,45,9,83
C23197,1,2,23,21,97,5,97
C23198,2,0,71,0,0,7,22
C23199,2,1,83,19,103,6,46
C23200,4,0,122,20,98,8,60
C23201,1,2,48,2,13,2,30
C23202,4,0,145,0,0,4,65
C23203,4,1,118,3,22,9,45
C23204,1,0,37,0,0,4,12
C23205,1,0,23,0,0,3,18
C23206,3,1,111,0,0,5,35
C23207,3,2,54,8,47,3,27
C23208,2,0,42,0,0,3,9
C23209,3,2,122,11,62,7,1
C23210,3,0,102,0,0,4,21
C23211,3,1,96,5,32,4,14
C23212,1,2,52,0,0,2,27
C23213,2,2,63,5,21,3,22
C23214,1,0,37,0,0,1,5
C23215,2,1,86,4,17,3,49
C23216,1,1,17,10,50,1,93
C23217,3,2,103,13,70,4,93
C23218,1,0,55,0,0,4,6
C23219,4,0,103,0,0,6,58
C23220,2,1,61,12,71,5,94
C23221,2,0,41,1,5,6,27
C23222,4,0,145,13,67,5,56
C23223,1,2,33,1,3,1,77
C23224,2,0,52,0,0,4,42
C23225,3,1,73,6,36,7,24
C23226,1,1,59,0,0,4,46
C23227,1,0,9,1,3,3,68
C23228,4,0,145,6,37,6,6
C23229,2,2,27,8,48,7,46
C23230,4,2,113,0,0,8,21
C23231,2,0,42,0,0,4,24
C23232,3,0,154,0,0,3,62
C23233,4,2,198,0,0,6,3
C23234,4,0,130,7,47,4,89
C23235,4,1,132,0,0,8,44
C23236,2,1,77,21,125,4,10
C23237,1,0,52,9,61,3,61
C23238,4,1,180,11,71,9,92
C23239,1,0,7,3,18,2,85
C23240,1,0,6,2,15,5,17
C23241,1,1,17,0,0,1,42
C23242,1,2,39,17,76,2,15
C23243,3,0,142,11,66,5,25
C23244,1,2,16,3,20,4,2
C23245,4,0,117,0,0,9,13
C23246,2,2,47,8,48,3,58
C23247,2,1,81,12,80,6,58
C23248,2,1,27,0,0,2,48
C23249,3,2,105,4,20,3,12
C23250,1,1,48,0,0,3,4
C23251,4,1,121,0,0,9,9
C23252,3,2,115,20,124,6,45
C23253,2,0,36,0,0,5,17
C23254,1,0,33,0,0,1,17
C23255,2,0,96,22,129,2,82
C23256,3,1,108,0,0,6,36
C23257,4,1,174,0,0,5,23
C23258,3,0,91,4,20,3,88
C23259,4,0,110,0,0,6,99
C23260,4,2,159,7,52,8,82
C23261,3,1,39,4,28,7,97
C23262,4,2,118,19,97,7,45
C23263,3,0,130,0,0,3,72
C23264,4,0,105,6,36,5,34
C23265,1,0,58,6,20,5,96
C23266,2,0,96,0,0,5,95
C23267,4,1,90,8,53,8,10
C23268,3,1,56,0,0,7,78
C23269,3,2,86,13,74,8,50
C23270,4,2,96,0,0,9,13
C23271,3,2,141,17,115,4,77
C23272,3,0,146,10,41,4,70
C23273,1,0,7,5,20,5,98
C23274,3,0,128,0,0,6,87
C23275,4,0,133,10,40,5,6
C23276,1,2,16,0,0,4,94
C23277,3,1,71,0,0,3,21
C23278,3,0,86,0,0,6,66
C23279,3,0,79,8,46,3,40
C23280,4,0,138,0,0,8,61
C23281,1,2,12,0,0,6,90
C23282,3,0,81,0,0,4,94
C23283,2,0,100,9,52,4,86
C23284,2,1,63,0,0,2,59
C23285,1,2,39,0,0,6,71
C23286,2,1,73,0,0,6,11
C23287,1,0,31,0,0,6,51
C23288,4,0,120,7,42,9,55
C23289,2,0,54,10,44,5,10
C23290,3,2,125,10,68,7,76
C23291,4,0,114,13,82,4,18
C23292,1,0,5,0,0,5,83
C23293,2,0,52,6,43,4,80
C23294,3,1,93,2,8,8,76
C23295,4,0,164,0,0,4,57
C23296,4,1,105,0,0,5,31
C23297,3,0,32,0,0,6,70
C23298,2,0,77,13,73,6,30
C23299,3,0,76,0,0,6,6
C23300,1,2,27,7,52,5,75
C23301,2,2,101,8,54,7,25
C23302,1,1,23,0,0,4,12
C23303,2,0,42,2,14,5,13
C23304,4,0,111,0,0,6,54
C23305,2,0,59,0,0,6,14
C23306,2,2,77,0,0,5,94
C23307,2,1,69,11,52,5,72
C23308,2,0,58,0,0,5,94
C23309,1,0,31,0,0,1,2
C23310,3,0,99,0,0,5,0
C23311,2,0,69,10,66,4,28
C23312,1,2,34,8,38,3,19
C23313,2,2,75,10,61,3,86
C23314,2,0,84,10,58,7,8
C23315,3,1,49,3,24,6,60
C23316,1,1,12,5,24,4,43
C23317,3,1,75,0,0,3,51
C23318,2,1,36,0,0,5,38
C23319,1,2,37,10,47,4,23
C23320,1,2,15,0,0,6,9
C23321,1,0,5,0,0,2,48
C23322,2,2,68,2,6,2,28
C23323,1,2,16,1,2,3,85
C23324,2,2,41,7,39,5,92
C23325,4,0,153,0,0,4,0
C23326,2,1,87,12,73,5,20
C23327,3,1,40,12,63,3,31
C23328,2,1,66,0,0,3,53
C23329,4,0,98,9,33,6,28
C23330,4,0,129,11,69,4,27
C23331,3,1,112,1,10,4,22
C23332,1,2,56,0,0,3,94
C23333,3,2,22,15,90,6,34
C23334,2,2,74,1,1,5,34
C23335,4,2,70,7,37,4,71
C23336,4,0,164,8,56,8,49
C23337,1,1,58,0,0,4,3
C23338,2,1,36,8,24,7,84
C23339,2,0,63,1,9,6,81
C23340,1,2,58,18,99,5,12
C23341,2,1,82,1,8,5,5
C23342,4,0,31,4,32,4,65
C23343,4,0,100,2,5,6,74
C23344,1,1,55,0,0,5,92
C23345,3,1,110,0,0,7,75
C23346,3,2,113,0,0,8,96
C23347,2,2,37,22,107,7,20
C23348,3,2,22,0,0,7,51
C23349,2,2,87,7,42,4,38
C23350,2,1,82,9,52,5,37
C23351,3,1,71,0,0,3,24
C23352,2,1,83,8,31,7,25
C23353,2,1,40,8,41,7,48
C23354,1,0,22,0,0,6,94
C23355,1,1,45,0,0,3,21
C23356,4,0,152,5,28,4,84
C23357,4,2,150,8,63,4,27
C23358,2,2,75,8,44,6,57
C23359,4,1,168,12,59,6,99
C23360,3,2,106,7,46,3,58
C23361,3,1,86,10,55,5,50
C23362,4,0,108,0,0,5,12
C23363,2,1,19,11,72,5,48
C23364,3,1,129,0,0,7,23
C23365,3,0,75,2,10,3,24
C23366,1,0,31,3,20,4,74
C23367,3,2,148,0,0,5,12
C23368,2,0,54,0,0,6,63
C23369,3,1,108,13,87,7,80
C23370,3,0,108,0,0,7,54
C23371,3,2,118,0,0,8,64
C23372,2,1,75,0,0,4,78
C23373,2,2,60,6,30,2,72
C23374,4,1,79,5,14,8,54
C23375,2,0,54,4,17,3,38
C23376,3,1,75,9,43,5,43
C23377,3,0,132,1,2,3,95
C23378,2,2,108,17,106,5,46
C23379,4,0,118,6,46,8,6
C23380,3,1,154,2,11,5,90
C23381,1,2,37,0,0,1,20
C23382,4,2,139,6,32,5,9
C23383,3,0,104,9,51,6,2
C23384,1,0,37,0,0,6,38
C23385,1,0,12,12,53,5,37
C23386,3,2,92,0,0,5,27
C23387,3,1,48,15,85,3,24
C23388,2,2,68,9,46,5,49
C23389,4,0,137,0,0,8,14
C23390,2,1,38,23,115,5,15
C23391,1,0,25,2,12,6,14
C23392,3,0,35,2,4,3,95
C23393,2,2,86,11,74,6,41
C23394,1,2,18,0,0,5,62
C23395,1,2,49,11,64,4,72
C23396,1,2,12,8,39,6,56
C23397,4,0,110,18,107,7,68
C23398,2,2,85,8,60,5,71
C23399,4,0,92,12,77,4,4
C23400,1,1,17,0,0,3,82
C23401,1,2,4,0,0,4,64
C23402,4,1,142,0,0,6,91
C23403,3,2,50,0,0,4,82
C23404,2,2,44,5,39,4,57
C23405,2,0,45,9,47,7,5
C23406,4,1,111,6,25,5,71
C23407,3,2,124,0,0,5,91
C23408,4,2,131,0,0,9,45
C23409,3,1,114,11,54,8,47
C23410,1,2,35,7,31,6,43
C23411,3,2,112,17,76,3,95
C23412,1,0,31,10,47,3,96
C23413,4,2,150,22,134,6,54
C23414,4,2,175,2,7,9,86
C23415,3,0,96,1,4,7,3
C23416,4,0,111,8,43,8,47
C23417,3,0,85,0,0,7,95
C23418,1,2,51,0,0,6,92
C23419,2,0,97,2,12,2,14
C23420,4,1,156,4,26,8,98
C23421,2,2,57,0,0,5,63
C23422,3,2,79,6,41,6,62
C23423,4,2,106,0,0,6,46
C23424,4,0,181,0,0,5,54
C23425,4,1,116,2,2,4,24
C23426,2,0,63,0,0,6,26
C23427,2,1,18,0,0,4,56
C23428,3,2,75,0,0,5,65
C23429,3,1,95,0,0,3,27
C23430,3,2,105,12,85,3,31
C23431,4,0,118,0,0,8,13
C23432,2,2,32,5,25,6,17
C23433,2,1,59,8,49,6,91
C23434,1,0,26,5,29,3,78
C23435,4,2,107,11,65,4,18
C23436,3,1,59,0,0,7,10
C23437,2,2,32,0,0,7,21
C23438,3,0,136,0,0,3,78
C23439,2,1,18,6,52,6,94
C23440,3,2,81,10,61,4,31
C23441,3,0,53,12,74,6,59
C23442,4,2,96,0,0,6,5
C23443,1,0,19,3,22,1,7
C23444,4,1,147,3,17,5,34
C23445,4,1,108,0,0,5,27
C23446,1,0,12,10,61,2,95
C23447,3,2,128,0,0,8,36
C23448,4,0,169,2,2,6,14
C23449,2,0,101,12,63,6,92
C23450,4,2,140,0,0,7,1
C23451,2,0,6,3,11,6,11
C23452,2,1,56,0,0,6,8
C23453,2,2,80,0,0,3,14
C23454,4,0,107,11,49,4,29
C23455,2,2,9,0,0,5,42
C23456,2,0,49,6,28,6,82
C23457,4,0,62,8,37,6,42
C23458,3,1,77,7,29,7,14
C23459,2,1,64,0,0,3,53
C23460,4,2,150,0,0,9,87
C23461,3,2,90,0,0,6,7
C23462,1,1,43,6,41,6,22
C23463,3,2,95,3,9,8,81
C23464,1,1,7,0,0,4,38
C23465,4,1,112,12,72,9,62
C23466,1,0,19,0,0,2,2
C23467,3,0,94,4,31,7,1
C23468,1,1,41,0,0,1,28
C23469,2,0,26,3,12,5,34
C23470,4,1,99,5,16,8,70
C23471,2,1,61,8,30,7,3
C23472,1,0,26,0,0,2,39
C23473,2,0,46,19,100,6,43
C23474,2,2,20,1,10,2,49
C23475,4,2,70,12,69,7,74
C23476,2,2,68,0,0,4,15
C23477,2,1,90,6,21,4,65
C23478,4,0,54,0,0,5,96
C23479,3,1,120,0,0,3,24
C23480,3,0,95,21,84,3,33
C23481,2,0,114,5,21,2,25
C23482,1,0,50,0,0,3,95
C23483,4,1,136,2,10,8,26
C23484,1,2,35,3,17,6,71
C23485,1,0,9,9,44,1,87
C23486,1,0,44,19,122,6,96
C23487,4,2,182,6,28,6,10
C23488,4,2,90,14,74,6,23
C23489,2,2,42,0,0,2,42
C23490,2,1,37,14,93,5,22
C23491,2,1,65,9,46,6,88
C23492,1,0,35,0,0,3,80
C23493,1,1,56,16,87,6,51
C23494,2,0,74,0,0,5,3
C23495,1,2,25,11,47,1,26
C23496,2,1,64,15,88,4,4
C23497,1,0,45,22,121,6,0
C23498,4,1,135,10,59,4,51
C23499,1,1,9,0,0,6,44
C23500,3,2,136,7,45,3,86
C23501,1,1,13,1,8,3,97
C23502,3,2,132,0,0,8,34
C23503,4,2,89,2,17,8,98
C23504,1,1,29,7,42,4,16
C23505,3,2,72,0,0,4,92
C23506,2,1,69,0,0,7,11
C23507,2,2,48,4,33,7,25
C23508,1,2,27,0,0,2,55
C23509,4,2,188,0,0,7,90
C23510,3,0,48,0,0,6,43
C23511,4,1,101,1,6,5,17
C23512,4,0,120,0,0,9,82
C23513,3,2,65,19,95,5,0
C23514,4,2,91,8,36,7,92
C23515,3,0,79,10,47,3,3
C23516,3,1,65,6,41,5,52
C23517,1,1,36,0,0,2,21
C23518,3,1,53,0,0,8,66
C23519,4,0,105,21,135,4,41
C23520,4,1,156,0,0,6,20
C23521,1,2,20,0,0,6,61
C23522,2,2,58,21,111,4,16
C23523,1,1,12,0,0,6,33
C23524,3,2,105,0,0,4,96
C23525,3,2,86,0,0,6,28
C23526,4,1,39,2,9,9,75
C23527,3,0,104,4,28,8,9
C23528,4,1,88,12,74,5,93
C23529,3,0,56,9,43,5,55
C23530,3,2,56,11,72,7,19
C23531,3,1,89,3,18,6,2
C23532,4,1,95,0,0,9,89
C23533,3,2,96,0,0,6,0
C23534,4,1,119,3,21,4,34
C23535,3,1,92,2,8,5,22
C23536,2,2,82,0,0,5,27
C23537,3,1,142,0,0,5,9
C23538,3,0,88,0,0,3,24
C23539,3,2,109,11,60,3,85
C23540,3,2,137,4,24,6,3
C23541,1,2,22,8,43,6,14
C23542,3,2,88,11,50,5,31
C23543,2,2,55,0,0,5,36
C23544,1,0,17,3,9,4,36
C23545,3,1,20,7,51,7,32
C23546,1,1,39,0,0,6,70
C23547,4,0,124,2,13,5,85
C23548,4,0,163,3,24,7,96
C23549,2,1,43,5,30,5,61
C23550,4,1,93,10,44,6,26
C23551,2,0,93,0,0,7,7
C23552,4,2,103,0,0,8,32
C23553,3,0,122,0,0,4,13
C23554,4,2,125,5,28,5,3
C23555,3,1,135,0,0,3,99
C23556,2,2,29,7,38,5,74
C23557,2,2,69,0,0,2,12
C23558,1,1,56,0,0,3,93
C23559,1,2,54,0,0,5,65
C23560,4,0,158,0,0,9,6
C23561,4,1,122,9,48,5,14
C23562,1,0,17,11,46,5,66
C23563,2,0,77,0,0,7,17
C23564,2,0,45,7,49,4,68
C23565,4,1,117,10,53,7,38
C23566,1,0,35,11,45,6,27
C23567,2,2,39,0,0,3,87
C23568,4,0,99,13,85,9,25
C23569,1,2,21,0,0,4,66
C23570,4,0,153,10,53,8,99
C23571,4,0,102,0,0,4,59
C23572,1,1,6,0,0,2,32
C23573,2,2,32,2,11,7,34
C23574,2,1,12,11,72,3,53
C23575,3,0,111,7,30,7,66
C23576,4,2,118,0,0,8,26
C23577,3,2,82,14,100,5,8
C23578,3,1,85,4,21,3,45
C23579,4,0,144,6,31,7,40
C23580,3,1,52,23,109,3,60
C23581,4,0,136,9,60,5,44
C23582,3,1,85,0,0,5,17
C23583,4,0,141,3,9,4,17
C23584,4,2,125,11,61,8,31
C23585,1,1,9,2,9,3,7
C23586,1,1,60,6,31,4,95
C23587,2,1,67,23,124,6,53
C23588,4,1,140,0,0,4,95
C23589,3,2,142,7,42,4,63
C23590,4,1,178,9,53,5,99
C23591,1,1,5,0,0,4,11
C23592,4,0,137,5,40,5,29
C23593,2,2,111,1,1,5,28
C23594,4,0,172,10,49,9,66
C23595,3,2,90,0,0,5,1
C23596,4,0,104,15,83,6,99
C23597,1,2,35,9,61,3,32
C23598,4,2,125,11,65,8,64
C23599,1,2,53,2,12,6,57
C23600,1,0,49,6,35,2,33
C23601,4,0,156,0,0,9,44
C23602,1,2,25,3,13,6,57
C23603,1,1,27,0,0,5,15
C23604,2,2,90,5,29,3,30
C23605,2,1,84,1,4,2,46
C23606,1,0,21,0,0,4,98
C23607,1,2,59,6,38,2,46
C23608,3,0,35,7,41,3,32
C23609,1,2,21,0,0,5,34
C23610,4,2,128,16,88,6,82
C23611,3,1,77,3,18,3,16
C23612,3,1,110,0,0,3,20
C23613,1,1,28,0,0,3,98
C23614,3,2,95,0,0,4,37
C23615,2,1,62,8,45,5,51
C23616,2,0,42,0,0,3,57
C23617,4,0,155,0,0,5,50
C23618,3,1,102,12,59,4,81
C23619,4,0,82,10,57,9,30
C23620,1,0,26,0,0,6,37
C23621,1,2,40,8,43,3,96
C23622,1,0,27,22,145,2,15
C23623,3,2,129,5,25,5,30
C23624,3,0,89,0,0,5,68
C23625,3,1,94,3,22,3,89
C23626,3,1,67,7,30,3,23
C23627,3,1,69,0,0,5,93
C23628,2,1,72,4,15,7,11
C23629,3,2,55,7,34,4,18
C23630,1,2,3,3,21,5,10
C23631,3,1,82,6,39,4,92
C23632,3,0,71,12,86,4,29
C23633,3,1,93,0,0,6,45
C23634,3,1,54,14,87,6,90
C23635,1,1,19,0,0,3,45
C23636,4,2,132,24,112,5,20
C23637,2,0,54,19,91,7,44
C23638,4,0,161,2,12,9,2
C23639,4,1,96,0,0,6,13
C23640,1,2,3,0,0,4,67
C23641,2,1,60,0,0,7,0
C23642,4,0,140,10,65,8,35
C23643,4,1,151,12,68,9,7
C23644,2,1,58,22,134,6,2
C23645,1,0,9,9,41,4,49
C23646,3,0,47,0,0,6,72
C23647,4,0,145,2,5,8,18
C23648,2,2,75,15,72,5,22
C23649,3,0,54,2,9,3,0
C23650,4,2,102,5,25,6,24
C23651,4,1,67,0,0,9,40
C23652,2,2,42,3,11,7,92
C23653,2,2,71,9,42,5,66
C23654,1,2,4,0,0,6,94
C23655,2,1,109,0,0,5,56
C23656,4,2,68,0,0,5,86
C23657,2,1,20,6,29,2,26
C23658,4,1,95,9,56,4,94
C23659,1,0,19,7,37,3,32
C23660,1,2,31,0,0,2,57
C23661,3,1,117,0,0,6,22
C23662,1,0,16,0,0,1,12
C23663,1,0,29,1,7,4,79
C23664,2,0,12,0,0,7,39
C23665,4,1,140,6,29,4,9
C23666,4,2,130,0,0,8,58
C23667,1,1,49,0,0,3,27
C23668,3,2,100,10,58,8,14
C23669,2,0,91,0,0,7,11
C23670,3,1,90,12,68,8,19
C23671,4,1,120,9,40,9,19
C23672,1,2,19,0,0,4,31
C23673,3,1,34,0,0,3,64
C23674,2,2,91,15,90,2,20
C23675,1,2,3,0,0,1,34
C23676,4,0,123,0,0,8,35
C23677,2,0,56,0,0,4,72
C23678,3,0,158,15,91,4,12
C23679,3,2,70,16,100,5,82
C23680,3,1,78,0,0,7,8
C23681,4,1,156,0,0,7,19
C23682,4,1,71,2,19,5,57
C23683,2,2,65,0,0,4,31
C23684,3,1,97,15,75,3,64
C23685,2,0,54,9,53,2,41
C23686,1,1,49,4,17,1,17
C23687,2,0,64,0,0,4,0
C23688,3,1,62,0,0,8,12
C23689,2,1,78,4,22,3,18
C23690,2,2,34,0,0,4,34
C23691,3,2,81,1,9,3,8
C23692,4,2,95,8,43,7,53
C23693,1,1,12,0,0,5,63
C23694,3,1,83,0,0,8,40
C23695,2,2,100,0,0,3,98
C23696,3,2,39,4,26,6,3
C23697,3,2,126,0,0,7,13
C23698,2,0,71,9,37,4,4
C23699,3,1,95,6,24,8,2
C23700,4,0,161,0,0,6,40
C23701,1,1,52,7,26,1,23
C23702,4,0,126,0,0,4,75
C23703,2,1,51,2,12,6,18
C23704,3,0,87,0,0,3,33
C23705,4,0,102,19,112,7,25
C23706,1,0,55,0,0,6,51
C23707,4,2,139,8,33,7,97
C23708,4,0,95,1,9,7,17
C23709,1,0,35,6,28,1,13
C23710,1,2,20,1,6,6,39
C23711,4,2,117,0,0,9,72
C23712,2,2,75,0,0,2,4
C23713,1,2,57,0,0,2,72
C23714,3,1,137,5,30,4,4
C23715,3,2,79,0,0,6,54
C23716,4,1,149,0,0,9,8
C23717,1,0,28,0,0,1,98
C23718,3,2,131,0,0,8,17
C23719,3,1,88,7,33,6,26
C23720,1,1,8,2,11,5,50
C23721,4,0,156,1,6,5,58
C23722,3,0,56,0,0,6,98
C23723,1,0,25,12,62,2,15
C23724,1,0,42,8,42,5,86
C23725,1,2,59,2,6,5,33
C23726,3,2,95,0,0,7,43
C23727,3,0,125,0,0,8,6
C23728,2,0,101,12,66,5,94
C23729,1,0,57,1,5,2,71
C23730,3,2,115,1,10,6,65
C23731,2,2,76,0,0,5,66
C23732,1,1,9,5,27,6,13
C23733,4,0,142,11,62,8,26
C23734,2,1,17,5,18,5,31
C23735,3,1,106,2,18,3,51
C23736,3,0,142,7,46,8,25
C23737,2,2,49,0,0,6,13
C23738,2,1,35,11,61,3,36
C23739,3,1,90,8,36,7,9
C23740,3,0,74,1,4,7,76
C23741,3,1,66,0,0,7,45
C23742,2,2,68,4,6,5,11
C23743,4,0,145,0,0,4,96
C23744,2,2,112,0,0,4,9
C23745,3,0,102,0,0,5,21
C23746,3,1,82,2,17,5,87
C23747,2,2,51,0,0,2,2
C23748,3,2,121,0,0,7,64
C23749,3,1,117,0,0,3,94
C23750,1,2,49,0,0,5,28
C23751,3,2,58,6,39,4,14
C23752,2,2,59,2,10,3,52
C23753,1,2,24,0,0,2,99
C23754,1,0,32,5,35,1,23
C23755,2,1,78,9,35,4,3
C23756,4,1,97,0,0,4,64
C23757,3,2,107,3,12,3,32
C23758,4,1,141,22,105,6,17
C23759,4,2,131,21,112,4,2
C23760,2,2,58,0,0,2,0
C23761,2,1,93,9,55,5,9
C23762,2,0,28,3,8,5,27
C23763,3,1,112,0,0,6,79
C23764,4,0,112,0,0,5,89
C23765,1,2,52,2,19,6,12
C23766,1,2,26,1,4,4,94
C23767,4,1,154,2,8,9,22
C23768,3,1,110,1,2,3,4
C23769,4,0,127,0,0,5,0
C23770,2,1,60,0,0,7,0
C23771,2,0,89,0,0,4,51
C23772,4,1,167,16,70,6,36
C23773,1,1,15,0,0,2,16
C23774,4,1,98,11,58,5,14
C23775,4,0,208,0,0,6,7
C23776,1,1,57,0,0,2,22
C23777,1,0,52,11,63,2,15
C23778,4,2,100,10,48,8,28
C23779,1,2,55,14,72,6,22
C23780,1,0,39,1,6,6,4
C23781,1,2,35,9,46,5,54
C23782,2,2,63,0,0,4,71
C23783,3,0,125,10,69,4,43
C23784,2,2,53,6,26,2,95
C23785,2,0,57,0,0,5,38
C23786,3,2,118,9,30,5,17
C23787,3,2,135,0,0,4,6
C23788,2,1,51,11,49,2,33
C23789,1,0,49,0,0,1,23
